code,name,cohort,disposition,_diagnosticBucket,staticSyncStatus,regionId,bondType,issueDate,remainingYears,issueAmountYi,yieldPct,maturityDate,termYears,yieldDate,reason
2271557.IB,22四川债85,before_20250808,incomplete,missing_required_static,pending,sichuan,,2022-07-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2271558.IB,22四川债86,before_20250808,incomplete,missing_required_static,pending,sichuan,,2022-07-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2271559.IB,22安徽债55,before_20250808,incomplete,missing_required_static,pending,anhui,,2022-08-02,,,,,,,已取得地方政府债名单，基本信息等待同步
2271560.IB,22安徽债56,before_20250808,incomplete,missing_required_static,pending,anhui,,2022-08-02,,,,,,,已取得地方政府债名单，基本信息等待同步
2271561.IB,22安徽债57,before_20250808,incomplete,missing_required_static,pending,anhui,,2022-08-02,,,,,,,已取得地方政府债名单，基本信息等待同步
2271562.IB,22吉林债42,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271563.IB,22吉林债43,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271564.IB,22吉林债44,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271565.IB,22吉林债45,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271566.IB,22吉林债46,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271567.IB,22吉林债47,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271568.IB,22湖北债143,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271569.IB,22湖北债144,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271570.IB,22湖北债145,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271571.IB,22湖北债146,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271572.IB,22湖北债147,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271573.IB,22湖北债148,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271574.IB,22湖北债149,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271575.IB,22湖北债150,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271576.IB,22湖北债151,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271577.IB,22湖北债152,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271578.IB,22辽宁债24,before_20250808,incomplete,missing_required_static,pending,liaoning,,2022-08-02,,,,,,,已取得地方政府债名单，基本信息等待同步
2271579.IB,22甘肃债23,before_20250808,incomplete,missing_required_static,pending,gansu,,2022-08-09,,,,,,,已取得地方政府债名单，基本信息等待同步
2271580.IB,22兵团债08,before_20250808,incomplete,missing_required_static,pending,xpcc,,2022-07-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271581.IB,22兵团债09,before_20250808,incomplete,missing_required_static,pending,xpcc,,2022-07-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271582.IB,22兵团债10,before_20250808,incomplete,missing_required_static,pending,xpcc,,2022-07-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271583.IB,22浙江债46,before_20250808,incomplete,missing_required_static,pending,zhejiang,,2022-08-05,,,,,,,已取得地方政府债名单，基本信息等待同步
2271584.IB,22浙江债47,before_20250808,incomplete,missing_required_static,pending,zhejiang,,2022-08-05,,,,,,,已取得地方政府债名单，基本信息等待同步
2271585.IB,22浙江债48,before_20250808,incomplete,missing_required_static,pending,zhejiang,,2022-08-05,,,,,,,已取得地方政府债名单，基本信息等待同步
2271586.IB,22浙江债49,before_20250808,incomplete,missing_required_static,pending,zhejiang,,2022-08-05,,,,,,,已取得地方政府债名单，基本信息等待同步
2271587.IB,22浙江债50,before_20250808,incomplete,missing_required_static,pending,zhejiang,,2022-08-05,,,,,,,已取得地方政府债名单，基本信息等待同步
2271588.IB,22陕西债47,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271589.IB,22陕西债48,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271590.IB,22陕西债49,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271591.IB,22陕西债50,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271592.IB,22青岛债32,before_20250808,incomplete,missing_required_static,pending,qingdao,,2022-08-09,,,,,,,已取得地方政府债名单，基本信息等待同步
2271593.IB,22青岛债33,before_20250808,incomplete,missing_required_static,pending,qingdao,,2022-08-09,,,,,,,已取得地方政府债名单，基本信息等待同步
2271594.IB,22青岛债34,before_20250808,incomplete,missing_required_static,pending,qingdao,,2022-08-09,,,,,,,已取得地方政府债名单，基本信息等待同步
2271595.IB,22重庆债34,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-07-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271596.IB,22重庆债35,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-07-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271597.IB,22重庆债36,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-07-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271598.IB,22广东债47,before_20250808,incomplete,missing_required_static,pending,guangdong,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271599.IB,22广东债48,before_20250808,incomplete,missing_required_static,pending,guangdong,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271600.IB,22广东债49,before_20250808,incomplete,missing_required_static,pending,guangdong,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271601.IB,22山西债40,before_20250808,incomplete,missing_required_static,pending,shanxi,,2022-08-23,,,,,,,已取得地方政府债名单，基本信息等待同步
2271602.IB,22海南债27,before_20250808,incomplete,missing_required_static,pending,hainan,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271603.IB,22海南债28,before_20250808,incomplete,missing_required_static,pending,hainan,,2022-08-04,,,,,,,已取得地方政府债名单，基本信息等待同步
2271604.IB,22云南债30,before_20250808,incomplete,missing_required_static,pending,yunnan,,2022-08-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271605.IB,22云南债31,before_20250808,incomplete,missing_required_static,pending,yunnan,,2022-08-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271606.IB,22内蒙古债26,before_20250808,incomplete,missing_required_static,pending,inner_mongolia,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
2271607.IB,22内蒙古债27,before_20250808,incomplete,missing_required_static,pending,inner_mongolia,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
2271608.IB,22湖南债132,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-08-22,,,,,,,已取得地方政府债名单，基本信息等待同步
2271609.IB,22湖南债133,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-08-22,,,,,,,已取得地方政府债名单，基本信息等待同步
2271610.IB,22江苏债25,before_20250808,incomplete,missing_required_static,pending,jiangsu,,2022-08-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2271611.IB,22江苏债26,before_20250808,incomplete,missing_required_static,pending,jiangsu,,2022-08-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2271612.IB,22江苏债27,before_20250808,incomplete,missing_required_static,pending,jiangsu,,2022-08-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2271613.IB,22河北债66,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-08-15,,,,,,,已取得地方政府债名单，基本信息等待同步
2271614.IB,22河北债67,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-08-15,,,,,,,已取得地方政府债名单，基本信息等待同步
2271615.IB,22河北债68,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-08-15,,,,,,,已取得地方政府债名单，基本信息等待同步
2271616.IB,22河南债69,before_20250808,incomplete,missing_required_static,pending,henan,,2022-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2271617.IB,22河南债70,before_20250808,incomplete,missing_required_static,pending,henan,,2022-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2271618.IB,22河南债71,before_20250808,incomplete,missing_required_static,pending,henan,,2022-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2271619.IB,22河南债72,before_20250808,incomplete,missing_required_static,pending,henan,,2022-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2271620.IB,22河南债73,before_20250808,incomplete,missing_required_static,pending,henan,,2022-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2271621.IB,22陕西债51,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-08-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2271622.IB,22陕西债52,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-08-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2271623.IB,22陕西债53,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-08-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2271624.IB,22重庆债37,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271625.IB,22重庆债38,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271626.IB,22重庆债39,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271627.IB,22重庆债40,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271628.IB,22重庆债41,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271629.IB,22重庆债42,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271630.IB,22云南债32,before_20250808,incomplete,missing_required_static,pending,yunnan,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271631.IB,22云南债33,before_20250808,incomplete,missing_required_static,pending,yunnan,,2022-08-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271632.IB,22新疆债27,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2022-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2271633.IB,22新疆债28,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2022-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2271634.IB,22安徽债58,before_20250808,incomplete,missing_required_static,pending,anhui,,2022-09-05,,,,,,,已取得地方政府债名单，基本信息等待同步
2271635.IB,22山西债41,before_20250808,incomplete,missing_required_static,pending,shanxi,,2022-08-23,,,,,,,已取得地方政府债名单，基本信息等待同步
