债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
26国际投资MTN001(科创债),99.64,1.66,1.0,1.66,0.1
24工银金租债02,100.5,1.4587,-2.13,1.4587,0.1
25中原高速MTN003,100.57,,,,0.1
26浙江债60,99.44,2.235,1.02,2.235,0.1
26川华西SCP003,99.93,1.8036,-0.14,1.8036,0.1
25江门建设MTN001A,101.06,1.587,-4.72,1.587,0.1
26广东农垦SCP001,100.01,1.5005,1.58,1.5005,0.1
24百联集MTN001,100.54,,,,0.1
26镇江产投MTN005,100.58,1.89,-3.0,1.89,0.1
25建发MTN004,100.87,,,,0.1
25大兴发展MTN003,100.7,1.645,0.5,1.645,0.1
24威海城投MTN002B,101.86,1.904,-2.08,1.904,0.1
22济南城建PPN001,101.23,1.5343,,1.5343,0.1
24中燃投资MTN004,101.08,1.8403,,1.8403,0.1
25农垦MTN001,100.68,1.6381,,1.6381,0.1
25衡阳城投PPN005,100.88,1.9545,-0.34,1.9545,0.1
25云南交投MTN005,100.16,1.5151,-1.5,1.5151,0.1
24贵州高速MTN012,101.01,1.5571,-3.82,1.5571,0.1
26甬交投集MTN002,100.11,,,,0.1
26奇瑞汽金绿债01,100.4,1.7653,-4.39,1.7653,0.1
25桂冠电力MTN002,100.48,,,,0.1
26阜阳建投PPN001,100.4,1.74,-4.29,1.74,0.1
26冀中能源MTN006B,100.72,2.4574,26.16,2.4574,0.1
25康富租赁MTN001(碳中和债),99.83,2.7827,,2.7827,0.1
26天津债56,100.86,2.28,-1.25,2.28,0.1
26大足发展PPN003,100.04,1.7099,-0.64,1.7099,0.1
25渝科学城MTN002,102.71,1.78,-1.0,1.78,0.1
25金融街MTN001,100.27,2.3622,-6.85,2.3622,0.1
26鲁中控股PPN002,100.41,2.8247,27.31,2.8247,0.1
24淮南矿MTN001,100.46,1.56,1.0,1.56,0.1
25青岛城阳MTN001,100.48,2.0652,0.33,2.064,0.1
26海淀国资MTN002B,101.27,1.855,-0.5,1.855,0.1
26河南15,105.18,2.278,0.5,2.278,0.1
23宁波债30,102.75,1.2725,,1.2725,0.1
26金融资本MTN001,100.76,1.92,-3.0,1.92,0.1
24北京银行01,100.49,1.46,-0.51,1.46,0.1
24上海银行小微债01,100.64,1.5,1.0,1.5,0.1
25平安人寿资本补充债01,102.12,2.6381,1.0,2.6381,0.1
26鞍钢集MTN005,100.06,,,,0.1
26津城建MTN006,101.43,1.92,-9.97,1.92,0.1
24渤海银行永续债01,101.61,,,,0.1
25广发银行二级资本债01BC,101.76,2.0385,0.01,2.0385,0.1
21工商银行永续债02,100.44,,,,0.1
23中化工程MTN001,100.29,,,,0.1
24蜀道投资MTN020,100.12,,,,0.1
24空港兴城MTN001,100.55,2.2695,1.4,2.2695,0.1
24华阳新材MTN008,102.04,2.22,-18.0,2.22,0.1
24江苏资产MTN001,100.49,1.4612,-1.73,1.4612,0.1
25中化股MTN002,100.95,2.115,-3.0,2.115,0.1
25中电投MTN001B,101.24,,,,0.1
26东北电力SCP002,100.0,1.4799,-0.05,1.4799,0.1
24东台国资PPN001,100.61,1.6206,,1.6206,0.1
25深投控MTN005,100.72,1.615,,1.615,0.1
25陕煤化MTN001,101.93,,,,0.1
23滁州经开MTN001,100.34,1.5502,3.95,1.5502,0.1
26沛县城投PPN001,103.29,2.0945,-1.69,2.0957,0.1
25海州湾MTN001,102.19,2.117,-1.48,2.1158,0.1
25湖南银行债01,100.46,1.55,1.0,1.55,0.1
25天津和平PPN001,103.9,2.43,-3.0,2.4296,0.1
24建行二级资本债02B,103.12,2.0893,-0.3,2.0893,0.1
22恒丰银行永续债,102.03,,,,0.1
26建安投资MTN002A,100.02,1.72,-5.0,1.72,0.1
22中信集团MTN004A,101.06,1.4999,,1.4999,0.1
24涪陵新城MTN001A,100.67,1.565,-0.49,1.565,0.1
24中银消费金融债03,100.58,1.49,1.0,1.49,0.1
25中交地产MTN001,100.59,1.8001,,1.8001,0.1
25城发投资MTN001B,101.7,,,,0.1
26云天化MTN002(科创债),99.97,1.79,-5.55,1.79,0.1
26华银电力MTN001,100.07,1.63,,1.63,0.1
24青岛海控PPN002,100.66,1.5446,-0.24,1.5446,0.1
25盐城交投PPN002,101.0,1.6533,-2.66,1.6533,0.1
22清远德晟MTN001,100.77,1.5843,-0.17,1.5843,0.1
25宁经开MTN001,101.4,2.0659,-0.63,2.0659,0.1
26民生银行永续债01,100.9,,,,0.1
24威海城投MTN001A,100.63,2.677,0.9,2.677,0.1
24洛阳弘义MTN001,100.79,2.2857,1.52,2.284,0.1
23汉口银行二级资本债02,105.91,3.4604,0.23,3.4597,0.1
26中铁武电MTN001,100.21,,,,0.1
26昆明交投SCP001,100.03,1.9798,1.0,1.9798,0.1
21广东债92,104.22,1.175,,1.175,0.1
23河钢集MTN013,100.06,1.5683,1.74,1.5683,0.1
26广汽集MTN002(科创债),100.29,1.76,1.0,1.76,0.1
25万华化学MTN004(科创债),100.46,1.6,-2.0,1.6,0.1
25徐工集团MTN004(科创债),100.13,1.59,-2.0,1.59,0.1
26绍兴轨交GN001,99.97,1.69,,1.69,0.1
26山东港口MTN002,100.22,1.67,-1.0,1.67,0.1
25粤科金融MTN001(科创债),100.5,1.64,,1.64,0.1
25深投控MTN001A(科创债),100.37,1.57,-1.0,1.57,0.1
24深燃气MTN001(科创票据),100.55,1.54,,1.54,0.1
24苏州交投MTN002(乡村振兴),100.43,1.52,-1.01,1.52,0.1
25四川债68,103.34,2.273,-0.2,2.273,0.1
26长发集团MTN001,100.19,1.82,-3.0,1.82,0.1
26安徽债64,103.17,2.273,1.0,2.273,0.1
23绍兴高新MTN001,100.06,1.539,1.85,1.539,0.1
24苏州高新MTN007B,101.41,1.7,,1.7,0.1
26河北债04,102.01,1.7574,0.05,1.7574,0.1
24蜀道投资MTN017,100.8,1.545,-1.0,1.545,0.1
26嘉兴科技MTN002,100.5,1.8786,-0.14,1.8786,0.1
26国家能源MTN002,99.83,1.7163,0.13,1.7163,0.1
26徐州产城MTN001,101.61,2.35,-1.0,2.35,0.1
26皖国资MTN003,99.77,1.68,1.0,1.68,0.1
22仁和人寿,102.08,4.7261,4.54,4.7261,0.1
26中交一公MTN001B,100.23,,,,0.1
24淄博城运MTN002A,100.62,1.56,-2.0,1.56,0.1
20国开15,108.61,1.5165,0.4,1.5165,0.1
26广安MTN001,100.25,2.1457,-0.43,2.1457,0.1
24陕投集团MTN001,102.4,1.675,,1.675,0.1
26淮安开发SCP002,100.01,1.5398,,1.5398,0.1
22长沙城投MTN001A,101.59,1.54,,1.54,0.1
26济南产业PPN002B,100.37,2.2487,-0.13,2.2487,0.1
24中联投资MTN003A,100.78,1.59,-1.0,1.59,0.1
26珠海水务MTN001,100.67,1.7922,-0.25,1.7922,0.1
25鄂联投MTN004A,100.64,1.67,1.0,1.67,0.1
26中信建投CP014,100.0,1.4824,-0.75,1.4824,0.1
25恒丰银行债02,100.45,1.547,-0.3,1.547,0.1
25鲁钢铁MTN002,101.51,1.65,-1.0,1.65,0.1
25萍乡创新MTN001A,101.44,1.787,0.7,1.787,0.1
26广州控股MTN001A,100.61,1.71,-3.0,1.71,0.1
24浪潮集团PPN001(科创票据),100.55,1.5582,1.05,1.5582,0.1
25桂交投MTN009,100.58,1.8469,-1.64,1.8469,0.1
25宜春交通MTN003,100.69,1.6854,,1.6854,0.1
24沛县国资PPN004,100.63,2.7484,-2.27,2.7484,0.1
24星城发展MTN001,100.47,2.5427,,2.5427,0.1
25光大集团MTN006B,102.69,2.03,3.0,2.03,0.1
25新庐陵MTN001,101.23,1.62,,1.62,0.1
24诚通控股MTN003B,115.54,2.34,1.4,2.34,0.1
23吉林债13,102.13,1.2955,1.0,1.2955,0.1
22洋河MTN001B,100.94,3.2397,5.83,3.2397,0.1
24中兴通讯MTN002(科创票据),101.25,1.78,1.0,1.78,0.1
26中交四航MTN002,100.18,,,,0.1
25长寿投资PPN004,101.47,1.8723,-3.9,1.8712,0.1
26深燃气SCP001,99.96,1.5,-1.0,1.5,0.1
23交行二级资本债01A,103.68,2.7283,-0.14,2.7283,0.1
25洛阳城投PPN002,102.46,2.0074,-3.26,2.0074,0.1
25中煤矿山MTN001(科创债),100.59,,,,0.1
25大足发展PPN001,101.64,1.7626,,1.7626,0.1
26香格里拉MTN001B(BC),100.74,2.02,1.0,2.02,0.1
22惠民建投MTN002,100.29,1.9101,0.17,1.9101,0.1
24建发集MTN001,102.77,1.9575,-0.25,1.9575,0.1
24农发清发32,100.08,1.1699,1.0,1.1699,0.1
24兖矿能源MTN004,100.12,,,,0.1
26冀建交通MTN002,100.05,1.683,-0.2,1.683,0.1
25华能MTN005,100.94,,,,0.1
25先正达MTN001A,101.26,1.7331,-3.69,1.7331,0.1
24常城建PPN001,102.8,1.6876,-0.24,1.6876,0.1
24中原金控MTN001,101.17,1.7,-5.71,1.7,0.1
25相城城建MTN001,100.72,1.6,1.0,1.6,0.1
26中建四局MTN002,100.51,1.72,-2.0,1.72,0.1
25西安城发MTN001,100.29,1.7234,-1.12,1.7234,0.1
24厦国贸控MTN002,100.57,1.53,0.01,1.53,0.1
26华银电力MTN002,100.05,1.64,,1.64,0.1
26宁国建投MTN001,100.0,1.87,1.0,1.87,0.1
25淮北建投MTN004,102.97,1.91,1.14,1.91,0.1
25远东租赁MTN002,100.78,1.59,,1.59,0.1
24泉州银行二级资本债01,102.12,2.2883,-1.58,2.2883,0.1
24萍乡创新MTN001,100.94,1.62,,1.62,0.1
24武清国资MTN002A,100.77,1.58,-1.99,1.58,0.1
24舟山旅游MTN001,101.03,2.1844,,2.1844,0.1
25长春轨交MTN003A,100.86,1.922,-2.86,1.922,0.1
25五矿集MTN017,101.08,,,,0.1
25广东债04,100.66,1.6153,1.0,1.6153,0.1
24宁波银行二级资本债01,102.23,2.1808,0.03,2.1808,0.1
26新余吉泰PPN002B,99.93,2.415,11.5,2.415,0.1
22临安城投债,101.98,2.7046,0.21,2.7046,0.1
25济宁高新MTN001B,104.54,2.1573,11.59,2.1573,0.1
25鲁宏桥GN003(科创债),102.32,2.6338,50.23,2.6338,0.1
25陕西交通MTN011,101.16,1.75,,1.75,0.1
24北京银行永续债01,101.67,,,,0.1
24滨建投MTN012,101.26,1.62,-1.59,1.62,0.1
23温州银行永续债01,104.37,,,,0.1
25连云港PPN002,102.1,1.9093,,1.9093,0.1
26苏国信CP005,99.92,1.515,0.49,1.515,0.1
20江西债12,101.02,1.04,,1.04,0.1
25上海债23,100.37,1.645,0.84,1.645,0.1
26兴化城投PPN006,100.03,1.706,-3.4,1.706,0.1
26开滦MTN001,100.89,,,,0.1
25上海债30,100.37,1.645,1.75,1.645,0.1
26鲁能源SCP001,99.99,1.4899,-0.98,1.4899,0.1
26京能源CP002,100.0,1.4999,1.99,1.4999,0.1
23广州高新MTN001,100.48,1.58,,1.58,0.1
24锦江国际MTN001,100.47,,,,0.1
26东裕9号ABN001优先A,99.96,,,,0.1
22首开MTN004,100.2,2.6902,-20.71,2.6902,0.1
25晋江城投MTN003,100.9,1.9326,-0.26,1.9326,0.1
24工行二级资本债02BC,102.15,2.0801,1.0,2.0801,0.1
22粤交投MTN002,101.34,1.525,1.0,1.525,0.1
25大丰海港MTN001,102.67,2.02,-5.7,2.02,0.1
25国网租赁MTN006,100.4,1.54,,1.54,0.1
24广发银行二级资本债01B,102.24,2.0995,0.65,2.0995,0.1
24青岛农商,100.34,1.51,-0.5,1.51,0.1
21建设银行二级04,109.72,2.6928,-1.08,2.6928,0.1
25江苏银行永续债01BC,101.1,,,,0.1
23汇金MTN006B,102.69,1.59,-0.5,1.59,0.1
23金融街MTN007,100.14,2.5446,-107.85,2.5446,0.1
26麓山投资MTN002,100.7,1.8661,-2.11,1.8661,0.1
24重庆债17,104.06,1.4134,0.84,1.4134,0.1
25中信银行CD338,98.37,1.4501,1.01,1.4501,0.1
18附息国债27,104.87,1.0025,1.0,1.0025,0.1
26中核MTN002,100.08,1.71,1.0,1.71,0.1
24荣盛MTN003,100.74,1.6,0.5,1.6,0.1
24电网MTN002,100.53,1.545,1.5,1.545,0.1
26京能租赁CP002,100.0,1.4799,,1.4799,0.1
21华润银行二级,100.63,3.7638,1.15,3.7638,0.1
25华能MTN002,100.34,1.555,-1.75,1.555,0.1
26顺控发展MTN001(并购),99.97,1.7261,1.0,1.7261,0.1
23附息国债15,102.21,1.18,0.5,1.18,0.1
25望城经开PPN001,101.27,2.1261,-0.88,2.1261,0.1
25广发银行CD304,98.79,1.3884,-1.14,1.3884,0.1
26杭州银行债02B,100.03,1.6,1.0,1.6,0.1
23进出07,104.89,1.5087,-1.13,1.5087,0.1
24中陕核工MTN002,100.72,,,,0.09
25滨州财金MTN002,102.18,1.9071,-1.22,1.9071,0.09
25附息国债15,100.32,1.2479,0.04,1.249,0.088
22富邦华一永续债01,102.48,,,,0.084
24万盛经开MTN001,101.03,1.7277,-4.77,1.7277,0.08
24巴中发展MTN001,101.34,1.6452,-5.83,1.6452,0.08
24桂交投MTN013A,100.61,,,,0.08
25中电金投MTN001,100.26,1.536,-0.41,1.536,0.08
22工行二级资本债03B,107.77,2.4991,3.97,2.4991,0.08
23中原银行永续债01,105.44,,,,0.08
24民生银行永续债02,102.52,,,,0.075
25浙江交工MTN001A,102.13,,,,0.07
23中交城投MTN001(可持续挂钩),100.24,1.5192,1.82,1.5192,0.063
25中铁建投MTN001A,100.64,,,,0.06
25东裕5号ABN001次,104.29,,,,0.06
24常州投资MTN002,100.6,1.5404,,1.5404,0.06
25保利久联MTN001,100.18,3.6153,-37.94,3.5996,0.06
25靖江城投PPN001,101.48,1.6354,1.26,1.6354,0.06
24青岛黄岛PPN002,100.73,2.1306,-0.21,2.1306,0.06
24国开清发01,104.55,1.5425,1.0,1.5425,0.0592
25工元至诚普银5C,114.62,,,,0.059
25美团美玥ABN003次,103.8,,,,0.05
24临沂商城PPN001,104.35,2.5656,-3.28,2.5656,0.05
26西岸旅游MTN001,101.15,2.37,,2.37,0.05
24云能投MTN007,101.03,,,,0.05
26中行永续债01BC,100.5,,,,0.05
25国信产融MTN001,100.92,1.704,,1.704,0.05
23福州左海MTN002,103.08,1.6029,-1.46,1.6029,0.05
26澄晴ABN004优先,99.93,,,,0.05
25合川城投PPN006,103.33,2.0627,-1.6,2.0627,0.05
24赣建工MTN001A,100.47,2.5277,0.44,2.5277,0.05
24厦门海翼MTN004(科创票据),100.9,1.6901,-2.99,1.6901,0.05
25东樾1号ABN001中间,100.15,,,,0.05
26惠臻ABN010优先B,100.0,,,,0.045
23临空港投MTN002,100.07,1.6238,,1.6238,0.043
25晋交投MTN001,100.23,1.545,-0.5,1.545,0.04
26中交三航MTN006,100.35,,,,0.04
24融汇财富MTN001A,100.59,1.6503,,1.6503,0.038
21许昌投资PPN001,100.11,1.7877,5.09,1.7877,0.033
26湖州经开MTN003,100.05,1.768,-0.59,1.768,0.03
24正泰MTN001(科创票据),100.74,1.7529,-9.21,1.7529,0.03
24青岛军民MTN003A,100.69,2.2571,-0.03,2.2571,0.03
24衢州国资MTN001,100.6,1.5366,0.05,1.5366,0.03
26美满华年ABN003次,101.31,,,,0.03
20附息国债16,108.69,1.135,0.75,1.135,0.0287
25农发清发02,100.05,1.3142,2.41,1.3142,0.026
25惠元2C,113.44,,,,0.022
24臻金3C,126.38,,,,0.0206
25工元至诚普银4C,115.83,,,,0.02
25工元至诚惠银2C,31.28,,,,0.02
25三峡文旅MTN002,101.07,2.4734,,2.4734,0.02
26荆门城投SCP001,100.01,1.5689,0.63,1.5689,0.02
24石狮国运MTN001,100.62,1.6061,-1.63,1.6061,0.02
26昆明产投MTN002,99.97,2.3299,,2.3259,0.02
25华夏银行CD312,98.44,1.4451,0.52,1.4451,0.014
26交通银行CD073,98.89,1.4401,0.25,1.4401,0.012
24华阳新材MTN011,100.96,1.6664,-1.36,1.6664,0.01
26平安银行CD018,98.89,1.4452,0.78,1.4452,0.01
25太重MTN004(科创债),100.8,,,,0.01
16附息国债08,123.81,2.0405,0.55,2.0405,0.005
21附息国债03,145.33,2.1675,-1.25,2.1675,0.002
23浙江债72,108.11,1.53,,1.53,
26国开清发04,101.6,1.67,1.0,1.67,
24广东债80,104.19,1.8077,-0.81,1.8077,
24招商蛇口MTN002,100.5,1.645,-1.5,1.645,
23昆山国创MTN001,100.39,1.5249,0.23,1.5249,
26湖南债12,101.91,1.77,-0.2,1.77,
26昆仑金租债01,99.92,1.65,-4.0,1.65,
23重庆债07,116.76,2.0375,,2.0375,
23湖南138,103.13,1.2723,0.73,1.2723,
24重庆债46,103.46,1.61,-1.25,1.61,
24内蒙古债28,103.2,1.6324,,1.6324,
19新疆债15,123.47,1.815,,1.815,
25山东债26,102.39,1.88,0.5,1.88,
24广东债93,105.4,1.815,-1.39,1.815,
22广东债08,117.54,1.9525,1.06,1.9525,
24义乌商品MTN001,100.98,1.57,-2.0,1.57,
25光大集团MTN005B,102.12,1.98,,1.98,
26广发银行债01BC,99.98,1.575,0.5,1.575,
23湖南99,108.54,1.5221,0.91,1.5221,
22上海30,107.45,1.4625,3.0,1.4625,
26苏交通MTN004,100.11,1.725,-0.5,1.725,
26中联重科MTN002(科创债),100.13,1.89,0.5,1.89,
26中联重科MTN002(科创债),100.13,1.89,0.5,1.89,
24陕西31,104.06,1.588,1.05,1.588,
24江西债51,104.73,1.585,,1.585,
26东莞银行二级资本债02,100.3,1.9164,-1.29,1.9164,
25建设银行CD392,98.38,1.4345,-0.28,1.4345,
24辽宁债07,104.2,1.441,0.94,1.441,
24内蒙古02,104.75,1.44,2.0,1.44,
26华润控股MTN004,99.4,1.95,-2.95,1.95,
26江西40,100.0,2.28,0.76,2.28,
26厦门国际银行CD078,98.89,1.495,0.01,1.495,
26陕西债52,100.16,2.25,1.0,2.25,
25滁州城投MTN001,100.96,1.9679,-0.19,1.9679,
26苏交通SCP004,100.01,1.4398,-2.0,1.4398,
25申迪MTN001,101.22,1.72,0.5,1.72,
25宝武集团MTN001,100.88,1.685,1.0,1.685,
26中国物流MTN002,100.14,1.68,-4.0,1.68,
26广西29,99.92,1.7685,-0.15,1.7685,
25淮南矿MTN001,101.08,1.6025,-1.67,1.6025,
26合肥高新MTN001,100.52,1.7013,-3.87,1.7013,
26中机公司SCP001,100.02,1.5502,1.0,1.5502,
26电网MTN018,102.13,2.255,1.0,2.255,
24农发清发09,100.39,1.305,,1.305,
25晋城国资CP001,100.03,1.5502,,1.5502,
19黑龙江债03,105.35,1.22,,1.22,
26江铜股份MTN002A(并购),100.35,2.1009,0.18,2.1009,
26夏商SCP018,100.0,1.5201,,1.5201,
23四川港投MTN001,100.2,1.5299,,1.5299,
25招商平安MTN002B,100.51,,,,
25美团美玥ABN003次,103.8,,,,
21宁波债24,119.13,1.9636,,1.9636,
26中信建投CP009,99.99,1.4701,0.71,1.4701,
26萍乡国盛MTN001B,101.17,2.13,,2.13,
23附息国债02,102.04,1.09,1.0,1.09,
26青岛国信MTN008B,100.0,2.3899,0.58,2.3899,
26法农银行债01B(BC),100.06,1.8475,1.0,1.8475,
26武金控SCP004,100.01,1.5651,-0.48,1.5651,
26沪电气MTN002(科创债/并购),100.05,1.67,1.0,1.67,
24融汇财富MTN001A,100.59,1.6503,,1.6503,
26海南农垦MTN001(并购),100.01,1.737,-0.29,1.737,
25江门建设MTN001A,101.06,1.587,-4.72,1.587,
26广东农垦SCP001,100.01,1.5005,1.58,1.5005,
26奉化投资PPN003,99.83,1.6959,-0.6,1.6959,
25晋交投MTN001,100.23,1.545,-0.5,1.545,
26上海大唐SCP001,100.0,1.5403,,1.5403,
26浩吉铁路SCP004(乡村振兴),99.96,1.495,-3.5,1.495,
25平安银行永续债02BC,101.89,,,,
26南京银行CD249,99.28,1.4649,,1.4649,
26中国银行CD016,98.92,1.4639,0.63,1.4639,
26扬州建工PPN002,100.13,1.7647,2.46,1.7647,
23临空港投MTN002,100.07,1.6238,,1.6238,
22济南城建PPN001,101.23,1.5343,,1.5343,
25武金控MTN004,100.88,2.0104,1.0,2.0104,
24贵州高速MTN012,101.01,1.5571,-3.82,1.5571,
22甘肃债23,104.36,1.31,,1.31,
26甬交投集MTN002,100.11,,,,
25厦国贸控MTN004,101.23,,,,
26湖南债05,103.68,2.2775,0.5,2.2775,
26阜阳建投PPN001,100.4,1.74,-4.29,1.74,
24南电MTN003,102.06,1.6125,-2.25,1.6125,
23电建地产MTN003,100.04,2.43,-1.97,2.43,
26郑州公用MTN002,99.91,2.34,1.0,2.34,
24邮政MTN006,100.5,1.515,-0.76,1.515,
26天津债56,100.86,2.28,-1.25,2.28,
26天津53,103.02,2.28,-1.75,2.28,
26大足发展PPN003,100.04,1.7099,-0.64,1.7099,
25渝科学城MTN002,102.71,1.78,-1.0,1.78,
26渝保税MTN002,99.81,1.84,1.0,1.84,
22中广核MTN001,101.43,1.515,-1.5,1.515,
25上海城开MTN001,100.41,1.7445,1.06,1.7445,
21浙江49,109.03,1.4,-1.5,1.4,
26青岛农商行CD030,98.79,1.7399,27.0,1.7399,
26海淀国资MTN002B,101.27,1.855,-0.5,1.855,
26江西交投MTN004,99.87,1.64,1.0,1.64,
24建行TLAC非资本债01B,101.31,1.7502,0.14,1.7502,
24北京银行01,100.49,1.46,-0.51,1.46,
26首钢股份SCP001,99.99,1.4896,0.99,1.4896,
25中信银行二级资本债01BC,100.98,1.8658,-0.05,1.8658,
25中信银行二级资本债01BC,100.98,1.8658,-0.05,1.8658,
25农业银行CD403,98.41,1.4423,0.22,1.4423,
21浙江债67,120.66,1.9275,-1.65,1.9275,
24交行债01,100.51,1.4601,0.01,1.4601,
23厦门国际银行01,100.28,1.3899,3.0,1.3899,
25武金控MTN003,101.06,,,,
26苏元禾MTN002A(科创债),99.68,1.7,1.0,1.7,
23四川42,105.04,1.37,,1.37,
25中电投MTN004(能源保供特别债),101.1,,,,
25中电投MTN004(能源保供特别债),101.1,,,,
25立讯精工SCP007(科创债),100.0,1.5882,-1.1,1.5882,
23附息国债06,105.38,1.23,-0.5,1.23,
26广州银行CD112,98.52,1.4975,,1.4975,
26山东港口MTN004(并购),99.77,1.68,-0.5,1.68,
25附息国债06,100.2,1.1749,0.98,1.1749,
25附息国债06,100.2,1.1749,0.98,1.1749,
25附息国债06,100.2,1.1749,0.98,1.1749,
25附息国债06,100.2,1.1749,0.98,1.1749,
25附息国债06,100.2,1.1749,0.98,1.1749,
25附息国债06,100.2,1.1749,0.98,1.1749,
25附息国债06,100.2,1.1749,0.98,1.1749,
25附息国债06,100.2,1.1749,0.98,1.1749,
24招商局MTN003,100.06,1.4701,1.01,1.4701,
26太湖新城MTN010,100.26,,,,
26太湖新城MTN010,100.28,,,,
26静海城投MTN002,100.0,2.1999,1.0,2.1999,
26静海城投MTN002,100.0,2.1999,1.0,2.1999,
26静海城投MTN002,100.0,2.1999,1.0,2.1999,
26广东债20,103.58,2.2325,0.75,2.2325,
26广州银行CD150,98.9,1.4849,,1.4849,
24正泰MTN001(科创票据),100.74,1.7529,-9.21,1.7529,
26湖南建设MTN001,100.62,2.0,-11.06,2.0,
24续作特别国债01,104.69,1.5425,1.0,1.5425,
24广东债14,104.72,1.42,,1.42,
26国能租赁SCP002,99.97,1.4999,-0.52,1.4999,
26重庆农村商行CD139,98.53,1.495,,1.495,
22国新控股MTN004(能源保供特别债),101.44,1.52,-1.0,1.52,
26锡产业SCP013,99.99,1.52,1.0,1.52,
24空港兴城MTN001,100.55,2.2695,1.4,2.2695,
22苏城投MTN001A,101.31,1.5199,,1.5199,
26京基投SCP001,99.98,1.4851,0.51,1.4851,
26长电MTN004,100.2,2.0375,-0.25,2.0375,
26北京债44,100.01,1.488,0.12,1.488,
26青岛城投MTN003,100.18,1.8858,1.0,1.8858,
25云建投MTN003,100.37,1.58,-4.11,1.58,
24华阳新材MTN008,102.04,2.22,-18.0,2.22,
26中信银行CD149,98.93,1.4601,-0.25,1.4601,
25南电MTN008,101.18,1.7506,-0.25,1.7506,
26重庆发展MTN001,101.92,2.17,1.0,2.17,
25浦发银行科创债01,100.28,1.49,1.0,1.49,
19河南13,115.27,1.53,0.06,1.53,
26中铝集SCP002,100.0,1.4514,2.14,1.4514,
25中电投MTN001B,101.24,,,,
26东北电力SCP002,100.0,1.4799,-0.05,1.4799,
26浦发银行CD061,98.49,1.4619,0.29,1.4619,
26青岛国信MTN008A,99.91,1.87,1.0,1.87,
24东台国资PPN001,100.61,1.6206,,1.6206,
23连云港PPN006,100.46,1.537,-0.87,1.537,
25金东城投PPN001,101.38,1.6881,,1.6881,
25深投控MTN005,100.72,1.615,,1.615,
26民生银行CD047,98.48,1.4718,0.18,1.4718,
26中建二局SCP004,99.96,1.4999,-0.52,1.4999,
24株国投MTN009A,100.82,1.6236,0.48,1.6236,
25中信银行CD345,98.37,1.4398,0.01,1.4398,
25科学广州MTN001,100.89,1.6915,-1.29,1.6915,
26渤海化工MTN003,100.28,2.137,,2.137,
25陕煤化MTN001,101.93,,,,
24邯郸交投PPN005,102.74,1.8355,-1.97,1.8355,
25滨江房产MTN001,100.82,2.2364,0.11,2.2364,
21河北债61,109.97,1.5625,1.0,1.5625,
23滁州经开MTN001,100.34,1.5502,3.95,1.5502,
25恒丰银行二级资本债01,101.88,2.1216,0.11,2.1216,
24江苏银行债01BC,100.71,1.5,-0.25,1.5,
25工元至诚普银5C,114.62,,,,
25柯桥开发MTN001,100.84,1.61,-1.0,1.61,
26绍兴银行CD029,98.51,1.5201,,1.5201,
25华润控股MTN003A,100.37,1.68,-1.71,1.68,
26国华投资SCP003,100.0,1.4799,1.0,1.4799,
24建行二级资本债02B,103.12,2.0893,-0.3,2.0893,
23浙江债62,111.66,2.035,0.5,2.035,
26首开MTN008A,99.85,2.7935,-0.01,2.7935,
25洪山国投MTN002,102.13,1.8,1.0,1.8,
22内蒙古债01,107.66,1.4806,,1.4806,
26华夏金租债03,99.85,1.6825,0.25,1.6825,
26广东债22,104.39,2.275,0.5,2.275,
25江西交投MTN003,100.15,1.595,-0.5,1.595,
26中交一公SCP012,99.96,1.4999,1.0,1.4999,
24云能投MTN007,101.03,,,,
26海发宝诚SCP006,100.0,1.5104,0.55,1.5104,
24四川债44,105.41,1.8292,1.0,1.8292,
23晋能煤业MTN012,100.49,1.5101,1.0,1.5101,
26建安投资MTN002A,100.02,1.72,-5.0,1.72,
22中信集团MTN004A,101.06,1.4999,,1.4999,
20厦门债08,114.57,1.6387,,1.6387,
24京国资MTN007,100.66,1.54,-1.0,1.54,
24涪陵新城MTN001A,100.67,1.565,-0.49,1.565,
21河北24,110.68,1.5342,,1.5342,
26上饶投资PPN002,99.92,1.85,10.0,1.85,
26黑龙江债06,101.32,1.769,-1.1,1.769,
26遂宁银行CD018,98.16,1.8755,,1.8755,
24龙城发展MTN005A,100.93,1.56,,1.56,
24汇金MTN009,100.78,1.65,1.0,1.65,
22工行二级资本债03B,107.77,2.4991,3.97,2.4991,
20山西债11,120.36,1.876,,1.876,
25中交地产MTN001,100.59,1.8001,,1.8001,
26越秀资本MTN006,99.91,2.32,1.0,2.32,
26云天化MTN002(科创债),99.97,1.79,-5.55,1.79,
26国网租赁SCP004,100.0,1.4709,-2.83,1.4709,
26杭州银行CD064,99.28,1.4402,-0.54,1.4402,
26建设银行CD241,98.53,1.4855,0.05,1.4855,
26华银电力MTN001,100.07,1.63,,1.63,
26工商银行CD106,98.54,1.478,0.05,1.478,
22清远德晟MTN001,100.77,1.5843,-0.17,1.5843,
24兴创投资MTN003,100.49,2.0159,,2.0159,
25宁经开MTN001,101.4,2.0659,-0.63,2.0659,
26新疆银行CD029,98.49,1.5349,,1.5349,
26北部湾MTN006B,100.18,1.96,,1.96,
26民生银行永续债01,100.9,,,,
26中兴通讯SCP028,99.99,1.4799,1.97,1.4799,
