债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
26中信建投CP005,100.0,1.4634,1.38,1.4634,0.9
24平安银行二级资本债01A,101.83,2.0643,-0.11,2.0641,0.9
21交通银行二级,100.07,3.6334,0.64,3.6304,0.9
26金融街MTN005,100.0,2.5499,-1.55,2.5499,0.9
21豫交投MTN001,100.04,1.5018,5.07,1.5018,0.9
23沪国资MTN002,100.13,1.4802,-0.94,1.4802,0.9
26核风电GN007(乡村振兴),100.0,1.3999,,1.3999,0.9
25交通银行CD218,98.35,1.3814,1.26,1.3814,0.9
23招行永续债01,103.92,1.6,-1.0,1.6,0.9
26平安租赁SCP003,99.97,1.5499,1.0,1.5499,0.9
25保利发展MTN003A,99.98,2.01,,2.01,0.9
26南京公路SCP002,100.0,1.3798,,1.3798,0.9
26江苏债19,101.01,2.03,-0.48,2.0301,0.9
20甘肃债06,100.98,0.95,-10.0,0.95,0.9
26江苏债17,100.63,1.5779,1.0,1.5779,0.9
25建设银行CD382,98.35,1.385,1.37,1.385,0.86
26中建MTN002,100.14,,,,0.86
22附息国债24,119.36,2.1475,2.0,2.1454,0.8562
26清浦融控MTN001,100.0,1.99,,1.99,0.85
26附息国债04,100.19,1.24,1.0,1.2354,0.8225
23青山湖PPN001,100.24,1.639,-0.1,1.6396,0.82
23浙江39,107.83,1.5,2.35,1.5,0.8
25山东46,101.33,1.89,0.39,1.89,0.8
22山东债16,119.15,1.9843,,1.9843,0.8
26华润控股MTN004,99.4,1.95,-2.95,1.95,0.8
26珠海港股MTN002(并购),100.27,1.73,,1.73,0.8
26江宁经开MTN005,100.13,,,,0.8
26鲁高速股MTN002,99.93,1.675,1.0,1.675,0.8
26嘉善国控MTN005,99.55,1.835,1.0,1.835,0.8
25民生银行二级资本债01,102.12,2.0785,0.1,2.0785,0.8
18宜昌绿色债NPB,109.23,4.4321,-0.57,4.4321,0.8
21保利发展MTN004,100.35,1.5699,0.99,1.5699,0.8
23中行二级资本债03A,103.82,2.8287,0.35,2.828,0.8
25夏商MTN001(乡村振兴),100.2,,,,0.8
26天津银行CD077,98.53,1.4875,,1.4875,0.8
26奉化投资PPN003,99.83,1.6959,-0.6,1.6959,0.8
24郑州高新MTN001,100.53,1.6558,-0.25,1.6558,0.8
24济南轨交MTN001,101.32,,,,0.8
24龙城发展PPN003B,101.44,1.7383,,1.7383,0.8
26金源华兴PPN001,100.0,2.2199,1.0,2.2199,0.8
26贵州高速MTN004,99.97,1.72,-0.5,1.7192,0.8
25工行二级资本债01BC,101.21,1.8938,-0.04,1.8943,0.8
24南电MTN003,102.06,1.6125,-2.25,1.6125,0.8
25内蒙古债22,101.79,1.7625,,1.7625,0.8
25华能财资GN001(碳中和债),100.12,1.62,4.0,1.605,0.8
26淮安投资SCP001,99.97,1.55,1.01,1.55,0.8
25新郑投资PPN007,103.12,2.01,,2.01,0.8
26海宁资产MTN001A,100.11,1.7162,-2.05,1.7157,0.8
26厦国贸控MTN003,101.21,,,,0.8
21娄城双创债01,40.51,1.5963,,1.5963,0.8
26水发集团MTN004,100.53,2.43,-1.0,2.435,0.8
26海南发展MTN002B,100.45,,,,0.8
26晋能煤业MTN007,101.81,1.92,,1.92,0.8
26福建海峡银行CD071,98.51,1.518,,1.518,0.8
26齐商银行永续债01,100.04,,,,0.8
24大足发展PPN002,102.42,1.7456,1.0,1.7512,0.8
26昆明轨道MTN003,99.97,1.9295,-2.0,1.9296,0.8
23江西交投MTN003,102.51,1.59,-1.0,1.59,0.8
24东莞交投MTN001,100.69,1.3904,-0.97,1.3892,0.8
25温兴2次级,79.12,,,,0.8
26广东债03,103.13,2.23,1.0,2.2309,0.8
26绵阳投资MTN001,102.37,1.89,1.0,1.8894,0.8
25灵山MTN001,100.54,1.6,-2.0,1.5987,0.8
26商丘发展PPN002,100.0,1.84,1.0,1.84,0.8
26浙商银行永续债01BC,100.25,,,,0.8
25中行TLAC非资本债02(BC),100.61,1.7151,-0.16,1.7162,0.8
26京能洁能SCP003,99.94,1.4999,-0.01,1.4999,0.8
24江苏银行债01BC,100.71,1.5,-0.25,1.5,0.8
26粤交投MTN003,100.37,1.725,-0.39,1.725,0.8
24金茂投资MTN001,100.76,1.7801,-0.99,1.79,0.8
25民泰商行二级资本债01,101.01,2.4585,-0.44,2.454,0.8
25晋能煤业MTN006,100.23,1.5399,17.96,1.5474,0.8
26广东能源SCP003,99.97,1.55,1.0,1.55,0.8
26厦门产投MTN003(科创债),100.05,1.86,-1.0,1.855,0.8
26南海控股MTN001,100.07,1.7825,-3.86,1.7788,0.8
26上饶投资CP001,100.07,1.5559,0.58,1.5559,0.8
26江西债02,102.09,1.7675,0.25,1.7675,0.8
26广州医药SCP002,99.92,1.54,-1.0,1.545,0.8
24常熟发投PPN003,100.58,2.3143,0.45,2.3139,0.8
22龙城发展MTN005B,101.82,1.42,-12.78,1.4212,0.8
24沧州建投MTN001,101.71,1.75,,1.7475,0.8
26陕西旅游MTN001,99.63,,,,0.8
26晋能电力MTN006,100.04,,,,0.8
24长安银行绿债01,100.52,1.5199,0.99,1.5223,0.8
24镇江交通MTN002,102.04,1.729,-3.87,1.729,0.8
24鲁国资MTN003,101.82,1.69,-1.0,1.69,0.8
26云南债10,104.02,2.2825,0.57,2.2826,0.8
26青山湖MTN002,100.33,,,,0.8
26西藏债01,104.91,2.28,0.27,2.2838,0.8
24浦东开发MTN001,100.53,1.5297,-2.02,1.5285,0.8
24苏州高新MTN006,100.44,1.57,0.51,1.5687,0.8
24鄂联投MTN003,100.66,,,,0.8
25湖南债11,101.91,1.661,2.15,1.6616,0.8
24南航股MTN006,100.62,1.3899,-13.35,1.3913,0.8
23云南债15,102.25,1.28,,1.28,0.8
21抚投绿债01,40.14,1.6399,-2.29,1.6399,0.8
24融和融资MTN003(碳中和债),100.5,1.53,,1.53,0.8
26辽宁债38,99.71,2.0825,-0.75,2.0825,0.8
23光大集团MTN001,109.19,1.83,1.0,1.83,0.8
26贴现国债56,99.7,1.1952,-0.47,1.1952,0.8
24威宁投资MTN003,100.72,1.61,-4.0,1.61,0.8
26烟台业达MTN001,101.01,1.9201,-2.69,1.9201,0.8
24乌城投MTN005,101.38,1.68,-2.0,1.68,0.8
26上海18,99.85,1.4715,1.0,1.4715,0.8
25交通银行科创债01,100.27,1.485,-0.37,1.4835,0.8
25安徽债69,101.43,1.8919,1.0,1.8919,0.8
24四川债43,104.5,1.6152,1.28,1.6152,0.7
26南京地铁MTN002,99.58,1.73,-0.5,1.73,0.7
23湖南99,108.54,1.5221,0.91,1.5221,0.7
26长城国瑞CP002,100.01,1.59,-0.99,1.59,0.7
21附息国债09,108.06,1.25,-0.25,1.2564,0.7
25电网MTN034,101.52,1.6741,1.1,1.6725,0.7
23农行永续债01,103.15,,,,0.7
24民生银行永续债01,101.75,,,,0.7
25五矿集MTN005,101.66,,,,0.7
22天津债51,116.65,2.04,0.5,2.0382,0.7
26浙江债15,103.47,2.2775,1.27,2.2757,0.7
26湖南债36,99.92,2.245,1.0,2.245,0.7
26福建债19,101.51,2.2453,1.53,2.2415,0.7
24建行二级资本债01A,102.7,2.3478,0.09,2.3479,0.7
24南京银行02,100.48,1.485,1.0,1.4871,0.7
26温州交通MTN005,100.21,1.775,,1.775,0.7
24南电MTN004,102.11,1.61,,1.61,0.7
26广州地铁SCP001,100.01,1.4801,,1.4727,0.7
26湖南债05,103.68,2.2775,0.5,2.2775,0.7
24粤珠江MTN005,100.57,2.19,-1.0,2.19,0.7
26日照港MTN001,100.0,1.7198,1.0,1.7198,0.7
26陕投集团MTN002,100.18,1.79,-1.0,1.79,0.7
21中国银行永续债02,100.45,,,,0.7
26宁夏债04,104.86,2.2825,0.75,2.2832,0.7
26国联SCP010,99.97,1.5101,,1.5101,0.7
26南昌轨交SCP003,99.94,1.52,1.0,1.52,0.7
25工行永续债01BC,100.87,1.725,-13.0,1.7233,0.7
26中铁城投MTN001,99.56,1.735,-0.5,1.735,0.7
23宁河西MTN001B,102.92,1.611,,1.611,0.7
23建行二级资本债02B,110.76,2.4903,-0.29,2.4928,0.7
20农发20,126.53,1.845,-0.1,1.8482,0.7
26中燃气MTN006,100.28,2.0787,-0.13,2.0787,0.7
22西湖投资PPN001,100.45,1.5416,,1.5402,0.7
25光明MTN003,100.51,1.62,1.0,1.62,0.7
24中行二级资本债02A,102.51,2.2541,0.18,2.2531,0.7
23陕西债55,105.53,1.385,1.0,1.385,0.7
25哈尔滨投MTN002,101.16,1.89,4.0,1.8706,0.7
24中行TLAC非资本债01A,100.75,1.7941,-0.07,1.9183,0.7
24邮政MTN002,100.46,1.51,-0.25,1.51,0.7
24汇金MTN009,100.78,1.65,1.0,1.65,0.7
23蜀道投资MTN008,103.01,1.62,,1.62,0.7
26四川债18,105.35,2.28,0.5,2.28,0.7
26苏农垦SCP016,99.99,1.5001,2.03,1.5001,0.7
24陕西建工MTN001,98.31,7.4901,236.45,7.0664,0.7
22交通银行二级01,100.88,3.2681,0.02,3.2687,0.7
26农行二级资本债01B(BC),102.13,2.0996,1.0,2.0996,0.7
26中电投SCP003,99.98,1.4802,2.53,1.4802,0.7
23首都机场MTN001(绿色),100.02,1.4701,-0.08,1.4701,0.7
25附息国债18,101.86,1.454,-0.2,1.4554,0.7
23农行二级资本债02A,103.31,2.7254,0.05,2.7255,0.7
26渤海银行二级资本债01,100.92,1.9943,-0.12,1.9943,0.7
21大连09,103.77,1.145,,1.145,0.7
26泰州城建SCP001,100.0,1.49,1.0,1.49,0.7
25深燃气SCP004(科创债),100.0,1.4614,1.17,1.4614,0.7
26中建MTN001,100.25,,,,0.68
26日照新融PPN001,100.0,2.4999,1.0,2.4999,0.63
20国开04,100.7,1.2851,0.5,1.2803,0.6197
25附息国债10,100.42,1.2075,0.05,1.205,0.6058
26长沙国控MTN001,100.18,1.88,-0.7,1.88,0.6
26南京港MTN001,100.0,1.6492,-0.08,1.6492,0.6
24义乌商品MTN001,100.98,1.57,-2.0,1.57,0.6
21邵阳专项债01,40.91,1.7301,3.01,1.7301,0.6
26中联重科MTN002(科创债),100.13,1.89,0.5,1.89,0.6
24陕西31,104.06,1.588,1.05,1.588,0.6
24云能投MTN009,100.19,1.5166,1.9,1.5166,0.6
26川华西MTN002,100.0,2.28,-23.72,2.28,0.6
25宁沪高MTN004,100.45,1.55,,1.55,0.6
26温州交通MTN004,100.15,,,,0.6
24光大控股MTN001A,100.53,1.535,-0.5,1.535,0.6
23铁道18,118.85,2.2875,0.25,2.2857,0.6
26狮桥租赁SCP001,100.0,1.75,1.0,1.7501,0.6
22华发集团MTN005B,101.16,2.08,-5.99,2.08,0.6
25华银电力MTN002,100.38,1.57,-2.0,1.5717,0.6
25西安高新MTN007,101.62,,,,0.6
26苏交通SCP006,99.98,1.4701,1.0,1.4701,0.6
26甘国投SCP001,100.03,1.5098,,1.5098,0.6
22湖南债155,113.42,1.7171,-0.79,1.7173,0.6
26湘投国际SCP001,99.87,1.5901,1.01,1.5867,0.6
26重庆债53,100.16,2.24,1.0,2.24,0.6
25晋能电力MTN003,100.81,,,,0.6
25新海连MTN005,101.22,1.63,,1.63,0.6
26湘高速MTN004,100.37,1.9,-2.0,1.9,0.6
24保利发展MTN003,100.69,1.6318,0.18,1.6318,0.6
25安徽水利MTN001,100.61,,,,0.6
24义乌国资MTN002,101.94,,,,0.6
26海南农垦MTN001(并购),100.01,1.737,-0.29,1.737,0.6
25乌江水电MTN002,101.1,,,,0.6
26潍坊城建MTN001A,100.7,1.68,-3.23,1.68,0.6
25农行二级资本债03B(BC),104.01,2.165,-0.06,2.1662,0.6
24北部湾银行永续债01,102.1,,,,0.6
26黄石城发PPN007,100.03,1.6972,,1.6912,0.6
22丽水城投债01,101.6,2.8467,-0.01,2.8467,0.6
22太原国投MTN003,101.77,1.5982,-0.67,1.5982,0.6
26徽商银行二级资本债01,100.16,1.8719,-0.12,1.8713,0.6
24北部湾投MTN002,100.88,,,,0.6
24津城建MTN006,100.32,1.5002,1.0,1.5002,0.6
26宝应城投PPN004,101.51,2.0735,0.85,2.0735,0.6
24西汇投资PPN002,103.19,1.9099,,1.9099,0.6
26盐城高新PPN002,100.49,1.7448,,1.7448,0.6
26恒丰银行债01,99.99,1.595,1.0,1.596,0.6
23人保集团资本补充债01,102.88,3.521,0.44,3.5208,0.6
26潞安MTN002,100.2,,,,0.6
24邹城资产PPN002,104.45,2.5521,,2.5512,0.6
26湖交投MTN002,100.28,1.7358,,1.7365,0.6
25重庆三峡银行永续债01,102.36,,,,0.6
25恒丰银行债01,100.76,1.5367,-1.33,1.5384,0.6
23日照银行二级资本债01,105.69,3.6166,1.56,3.617,0.6
25南京高科MTN002,100.76,1.75,1.0,1.7514,0.6
25天津轨交MTN004,100.5,1.5557,-2.85,1.5579,0.6
26汉江国资MTN005,100.49,1.864,-0.36,1.864,0.6
26太湖新城MTN009,100.26,2.37,-1.0,2.37,0.6
24临沂城投MTN004,103.01,2.3906,-0.25,2.3906,0.6
25抚州投资MTN002,102.74,1.7986,-2.14,1.7993,0.6
25浙交投MTN005,100.24,1.52,-3.0,1.52,0.6
24甘国投MTN006,100.84,1.5658,-0.42,1.5658,0.6
26华润燃气MTN002,99.83,1.655,-0.5,1.655,0.6
25弗迪租赁ABN001次级(绿色),101.54,,,,0.6
26通顺交投MTN001B,100.0,1.9689,1.89,1.9689,0.6
25兰州银行永续债01,100.25,,,,0.6
26河北债16,103.84,2.28,-0.45,2.2791,0.6
24恒丰银行二级资本债02,101.62,2.0924,-0.52,2.0913,0.6
25唐山控股PPN001,101.59,1.8432,-0.3,1.8401,0.6
21浙江债12,124.44,1.89,-2.52,1.89,0.6
26先正达MTN002(科创债),100.62,,,,0.6
26江苏债23,101.98,2.235,1.0,2.235,0.6
25武清经开MTN003,100.53,1.6401,-1.98,1.6401,0.6
25中行二级资本债01BC,100.79,1.8308,0.13,1.8289,0.6
26华润MTN003B,99.97,1.725,-1.11,1.725,0.6
24徐州新盛MTN009,100.49,1.604,,1.6013,0.6
26宁德时代MTN005A(科创债),99.53,1.6217,-0.69,1.6217,0.6
26港城开发MTN002,100.24,1.825,-0.5,1.825,0.6
26印度尼西亚债01A(BC),99.94,1.92,-1.5,1.9225,0.6
25农业银行三农债02,101.01,1.53,-0.65,1.53,0.6
24云能投MTN013,102.13,1.69,-1.0,1.69,0.6
26昆山高新PPN001,99.79,1.83,8.31,1.83,0.6
22迈瑞城投PPN002,100.27,1.6201,-1.1,1.629,0.6
24浙江债15,106.78,2.0575,1.0,2.0575,0.6
22农发清发04,103.87,1.4625,-0.7,1.4625,0.6
26青岛海控CP003,100.07,1.5401,,1.5401,0.6
26国网租赁SCP004,100.0,1.4709,-2.83,1.4709,0.6
24广州农商行永续债01,102.69,,,,0.6
26平安租赁CP002,99.95,1.57,-0.91,1.57,0.6
26河南债06,104.27,2.28,1.0,2.2792,0.6
24广西路桥MTN001(科创票据),100.65,1.5601,,1.5601,0.6
26深圳资本MTN001,99.79,1.7,2.0,1.7,0.6
26厦门国际银行永续债01,99.98,,,,0.6
24乌高新MTN003,101.72,1.71,-7.0,1.71,0.6
25国信证券CP016,100.0,1.4625,1.07,1.4625,0.6
26雅砻江SCP003,99.98,1.5498,2.0,1.5498,0.6
24农发10,105.44,1.695,0.4,1.695,0.6
26山东海洋SCP001,100.03,1.508,-1.22,1.508,0.6
25农业银行绿色债01,100.61,1.425,0.5,1.425,0.6
26重庆银行CD029,98.54,1.4876,,1.4876,0.6
24鲲鹏投资MTN001B,104.65,2.16,-2.0,2.16,0.6
25和赢蔚能ABN002BC优先A2(科创),103.3,,,,0.6
26深圳地铁SCP003,99.94,1.5515,2.16,1.5515,0.6
23兴业消费金融债01,100.32,1.4726,,1.4726,0.6
26珠海港SCP006,100.01,1.5351,0.51,1.5351,0.6
26招商银行永续债01,100.87,,,,0.6
26广西09,101.92,1.76,0.22,1.7589,0.6
26鲁信MTN005,99.66,1.7182,-0.18,1.7182,0.6
26新海连MTN004,100.11,1.7416,-3.84,1.7416,0.6
24郑州银行绿色债,100.53,1.48,1.0,1.48,0.6
25陕建集团MTN002,97.05,,,,0.6
25四川债73,102.99,2.2376,,2.2376,0.6
26中建投资MTN001,100.35,,,,0.6
25南电CP008,100.02,1.4499,,1.4499,0.6
26诸暨国资MTN001,100.63,1.7997,0.01,1.7997,0.6
24相城城建MTN001,100.45,1.52,1.99,1.52,0.6
26四川债17,101.95,1.7666,-0.84,1.7666,0.6
25尚诚消费金融债01,100.58,1.6,,1.5942,0.6
24湖州高新PPN001,100.46,2.6162,0.67,2.6162,0.6
26浙资运营MTN002(科创债/并购),99.91,1.77,-1.0,1.77,0.6
21新余专项债01,102.67,1.64,,1.64,0.6
23荆门城投PPN001,100.84,2.0252,0.08,2.0252,0.6
26临沂投资MTN004,100.36,2.1616,0.16,2.1616,0.6
25怀化城投MTN001,102.96,2.005,-25.5,2.0057,0.6
24农谷实业PPN002,102.78,1.98,8.0,1.912,0.6
25川投能源MTN002,100.51,1.59,-1.5,1.59,0.6
26江宁经开MTN002,100.56,1.8262,-2.38,1.8262,0.6
23嘉高新债01,103.57,2.9534,0.11,2.9534,0.6
26桐庐国运MTN002,101.11,1.9257,-7.43,1.9257,0.6
23云南债13,105.05,1.375,,1.375,0.6
26湖北债25,102.04,1.7666,-0.09,1.7666,0.6
20山东债15,128.98,2.15,,2.15,0.6
25浦发银行CD273,98.37,1.4504,0.03,1.4504,0.6
24恒丰银行二级资本债01,103.1,2.534,1.0,2.534,0.6
26浙江54,101.99,2.2775,0.97,2.2775,0.6
23顺德农商永续债01,104.06,,,,0.56
22建行二级资本债02A,101.69,2.6973,0.08,2.697,0.55
24通泰MTN001,101.56,2.1324,-0.91,1.986,0.52
24四川债48,104.5,1.6152,1.35,1.6152,0.5
26国开清发04,101.6,1.67,1.0,1.67,0.5
24上海债25,104.63,1.6,,1.6,0.5
26招商公路MTN002,99.84,1.605,8.5,1.605,0.5
23湖南138,103.13,1.2723,0.73,1.2723,0.5
25山东债26,102.39,1.88,0.5,1.88,0.5
24浙江债49,105.54,1.8135,0.89,1.8135,0.5
24福建债34,105.42,1.8433,,1.8433,0.5
22广东债08,117.54,1.9525,1.06,1.9525,0.5
23天津债95,110.29,1.57,0.92,1.57,0.5
23天津90,109.99,1.57,,1.57,0.5
21湖南债140,118.72,1.97,1.0,1.97,0.5
24福建债24,104.28,1.6104,,1.6104,0.5
25河南债90,101.92,1.5681,,1.5681,0.5
25江苏43,102.05,1.54,0.25,1.54,0.5
25徐工集团MTN009(科创债),100.03,1.61,-1.0,1.61,0.5
24晋能电力MTN007,101.9,1.74,1.0,1.74,0.5
26北控MTN001A,100.17,1.68,1.0,1.68,0.5
24江西债51,104.73,1.585,,1.585,0.5
26远东租赁SCP002,100.0,1.4809,,1.4809,0.5
24云南04,104.18,1.441,,1.441,0.5
24辽宁债07,104.2,1.441,0.94,1.441,0.5
26山西债33,101.46,2.055,0.88,2.055,0.5
24浦发银行二级资本债02A,101.49,1.9517,0.12,1.9517,0.5
26国元证券CP002,100.03,1.4801,,1.4801,0.5
26冀中能源MTN016B,99.86,2.2982,-0.18,2.2993,0.5
25宝武集团MTN001,100.88,1.685,1.0,1.685,0.5
25云南债49,100.4,1.394,-0.35,1.394,0.5
26中国物流MTN002,100.14,1.68,-4.0,1.68,0.5
26安徽债85,99.84,2.0525,0.62,2.0525,0.5
26中交投SCP002,99.97,1.5001,1.0,1.5001,0.5
26广西29,99.92,1.7685,-0.15,1.7685,0.5
26中核租赁SCP004(绿色),99.92,1.5399,0.99,1.5399,0.5
23四川债59,113.29,2.065,2.2,2.065,0.5
23四川债07,115.95,2.0375,1.23,2.0375,0.5
26淮河能源MTN005,100.66,1.7802,-1.99,1.7802,0.5
19黑龙江债03,105.35,1.22,,1.22,0.5
24兰州银行二级资本债01,101.39,2.3917,-0.57,2.3912,0.5
26夏商SCP018,100.0,1.5201,,1.5201,0.5
25天目湖MTN001,100.61,1.7076,,1.7076,0.5
26顺德农商行债02,99.95,1.5975,1.0,1.5975,0.5
21宁波债24,119.13,1.9636,,1.9636,0.5
26苏州公交MTN002,100.03,1.74,0.1,1.74,0.5
25深投控MTN002A,100.27,1.6,-0.5,1.6,0.5
26水发集团MTN001,101.38,2.04,-6.0,2.0391,0.5
23麓谷发展MTN001,100.12,1.67,-3.58,1.67,0.5
26夏商SCP022,99.99,1.52,-0.03,1.52,0.5
26青岛海控MTN002,100.0,1.7994,1.0,1.7994,0.5
23交行债02,100.04,1.5488,-1.06,1.5488,0.5
26浩吉铁路SCP004(乡村振兴),99.96,1.495,-3.5,1.495,0.5
26浩吉铁路MTN002(绿色),99.63,1.69,1.0,1.69,0.5
25交行TLAC非资本债03A(BC),100.63,1.7224,0.36,1.7227,0.5
25鄂能源MTN002,100.59,1.63,-1.0,1.634,0.5
23中建四局MTN001(科创票据),100.39,,,,0.5
26安徽债32,102.72,2.2475,-0.75,2.2475,0.5
26津城建MTN005,101.43,1.92,-8.07,1.92,0.5
25瑞海投资PPN001,101.26,1.64,,1.64,0.5
26岳阳城运MTN002,100.87,1.9892,,1.9892,0.5
25光大银行债02,100.31,1.505,1.0,1.505,0.5
26首钢股份SCP001,99.99,1.4896,0.99,1.4896,0.5
21浙江债67,120.66,1.9275,-1.65,1.9275,0.5
26金桥集团MTN001,100.3,1.8111,-0.51,1.8134,0.5
23四川42,105.04,1.37,,1.37,0.5
26大唐租赁SCP005,99.98,1.5,1.0,1.5,0.5
26三峡SCP006,99.97,1.475,1.5,1.475,0.5
22工商银行二级03,101.16,3.2678,0.09,3.2678,0.5
23天津89,110.02,1.5666,2.93,1.5666,0.5
24长春轨交MTN001B,102.8,1.81,-1.0,1.81,0.5
22国新控股MTN004(能源保供特别债),101.44,1.52,-1.0,1.52,0.5
23天津债96,110.29,1.57,3.14,1.57,0.5
26京基投SCP001,99.98,1.4851,0.51,1.4851,0.5
26苏州银行01,99.92,1.5975,1.0,1.5975,0.5
26北京债44,100.01,1.488,0.12,1.488,0.5
26苏美达SCP001,99.97,1.5102,1.0,1.5102,0.5
23光大银行债03,100.23,1.3703,1.04,1.3703,0.5
24上海银行二级资本债01,101.38,1.9599,-0.19,1.9599,0.5
20附息国债04,123.11,2.135,1.1,2.135,0.5
21附息国债13,103.73,1.095,1.0,1.095,0.5
26延安新投MTN001,100.0,2.2098,1.0,2.2098,0.5
26福建债05,104.54,2.2778,0.48,2.2779,0.5
19河南13,115.27,1.53,0.06,1.53,0.5
25甘公投MTN003,100.92,1.69,-1.0,1.69,0.5
19工商银行二级02,107.12,3.4187,0.16,3.4187,0.5
26中建二局SCP004,99.96,1.4999,-0.52,1.4999,0.5
25中信银行CD345,98.37,1.4398,0.01,1.4398,0.5
23中电投MTN045,100.2,1.4698,1.0,1.4698,0.5
26陕西金控MTN001(科创债),100.86,1.72,1.0,1.72,0.5
24邯郸交投PPN005,102.74,1.8355,-1.97,1.8355,0.5
25十堰聚鑫PPN001,100.93,1.97,,1.97,0.5
25恒丰银行二级资本债01,101.88,2.1216,0.11,2.1216,0.5
26长飞光纤MTN001(科创债),100.0,1.7796,-0.04,1.7796,0.5
25柯桥开发MTN001,100.84,1.61,-1.0,1.61,0.5
26绍兴银行CD029,98.51,1.5201,,1.5201,0.5
26宁波经开PPN001,99.72,1.7999,7.3,1.7999,0.5
26广西债24,100.14,1.6175,0.42,1.6175,0.5
22内蒙古债01,107.66,1.4806,,1.4806,0.5
26江苏债09,103.89,2.2775,0.75,2.2765,0.5
26粤铁建MTN004,99.77,1.68,-1.0,1.68,0.5
26张家港农村商业银行CD010,99.64,1.4545,1.0,1.4545,0.5
23晋能煤业MTN012,100.49,1.5101,1.0,1.5101,0.5
26中信银行CD077,98.89,1.4351,-0.34,1.4351,0.5
26辽宁债08,102.27,1.7683,-0.57,1.7683,0.5
20厦门债08,114.57,1.6387,,1.6387,0.5
24京国资MTN007,100.66,1.54,-1.0,1.54,0.5
26上饶投资PPN002,99.92,1.85,10.0,1.85,0.5
26黑龙江债06,101.32,1.769,-1.1,1.769,0.5
26遂宁银行CD018,98.16,1.8755,,1.8755,0.5
24宣城国资MTN003,100.53,1.54,,1.54,0.5
26国新保理SCP007,99.98,1.55,1.0,1.55,0.5
26泉州交通MTN003,100.02,1.785,-0.45,1.785,0.5
23江西债28,109.11,1.4995,2.43,1.4995,0.5
26中远海发MTN003(转型),99.96,2.0941,1.41,2.0941,0.5
20国开20,124.18,1.9025,0.25,1.9025,0.5
24江西债26,110.08,2.155,,2.155,0.5
23江西债66,117.21,2.155,,2.155,0.5
21安徽债04,109.22,1.3974,,1.3974,0.5
26楚天智能SCP008,100.0,1.4998,-0.02,1.4998,0.5
26安徽债55,100.22,1.6145,1.0,1.6145,0.5
24中铁一局ABN001优先(科创票据),100.6,,,,0.5
26贴现国债46,99.73,1.1603,-1.38,1.1603,0.5
26广州地铁SCP002,100.0,1.5188,1.86,1.5188,0.5
24江西交投MTN009,101.85,1.6455,-0.45,1.6455,0.5
26山东债67,102.96,2.2725,-0.25,2.2725,0.5
24两江产业MTN002(科创票据),101.84,1.6744,0.44,1.6744,0.5
24浙江03,104.32,1.414,-0.6,1.414,0.5
25四川债20,101.87,2.1275,0.5,2.1275,0.5
21湖北债03,109.12,1.399,6.53,1.399,0.5
21陕西债02,108.23,1.4333,,1.4333,0.5
13附息国债16,121.67,1.06,1.0,1.06,0.5
26远东租赁SCP004,100.0,1.4799,,1.4799,0.5
26东航SCP001,100.0,1.4529,-0.73,1.4529,0.5
25光大银行CD268,98.41,1.4351,-0.25,1.4351,0.5
26重庆债46,99.73,2.2825,1.35,2.2825,0.5
24广州控股MTN002B,102.02,,,,0.5
25电网CP004,100.01,1.4298,1.0,1.4298,0.5
26上海农商银行CD002,99.24,1.3779,-0.4,1.3779,0.5
24西安浐灞MTN001,102.41,3.05,-10.0,3.0695,0.5
24南京地铁MTN005,100.57,1.54,1.0,1.54,0.5
26浙江泰隆商行CD003,98.52,1.48,-1.51,1.48,0.5
26宁波21,102.67,2.276,,2.276,0.5
26江西债09,104.1,2.278,0.05,2.2779,0.5
24山东债33,103.24,1.456,0.95,1.456,0.5
26巨石SCP004,100.0,1.4794,1.8,1.4794,0.5
20铁道07,108.45,1.544,,1.544,0.5
26中石化MTN002(科创债),100.45,1.7012,0.12,1.7012,0.5
26衢州工业PPN002,100.8,1.91,-6.62,1.91,0.5
25苏州高新MTN002,101.07,,,,0.5
26湖州城投MTN008,100.05,1.83,1.0,1.83,0.5
21农发30,134.63,2.11,0.5,2.11,0.5
22杭州银行二级资本债01,101.69,2.8414,0.15,2.8414,0.5
23四川债35,108.26,1.51,,1.51,0.5
24陕建集团MTN004(科创票据),95.78,8.0,,8.0,0.5
26富滇银行债01,99.97,1.66,0.5,1.66,0.5
26新华报业SCP004,99.96,1.5099,1.0,1.5099,0.5
25厦国贸控MTN002,101.45,,,,0.5
19浙江债17,106.29,1.1975,-4.25,1.1975,0.5
25安徽债96,101.42,2.2275,-2.25,2.2275,0.5
26三门峡MTN004,100.0,1.8099,-0.01,1.8099,0.5
21四川52,117.83,1.6698,1.0,1.6698,0.5
26澄瑞ABN006优先,99.95,,,,0.5
25江西债71,102.48,1.7651,-0.24,1.7651,0.5
26湖南债11,104.51,2.279,0.4,2.279,0.5
26国开绿债01清发,100.47,1.3,-1.43,1.3,0.5
21江苏29,116.06,1.655,,1.655,0.5
26晋江国资MTN003,100.0,1.6899,-1.84,1.6997,0.5
26山东金融SCP004,99.94,1.52,-1.0,1.52,0.5
26杭州联合银行CD077,98.9,1.49,,1.49,0.5
26浙江绍兴瑞丰农商银行CD041,99.63,1.475,,1.475,0.5
26国电CP006,99.92,1.515,1.0,1.515,0.5
